id,name,address,lat,lng,category,subCategory,district,popular,iconName,somaliCategory
wda_xarunta_korontada_sompower_ee_qa_313,Xarunta Korontada Sompower ee Qaybta 313 (Goljano District),"District electrical distribution and bill payment center in Goljano District residential & commercial grid, Hargeisa",9.55905,44.08615,Corporate & Utilities,utility,Goljano District,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_314,Xafiiska Waaxda Dowladda Hoose ee Qaybta 314 (Biyo Dhacay Area),"Municipal sub-office and local civic administration center in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55651,44.07888,Government & Civic,government,Biyo Dhacay Area,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__315,Xaafada Deganaanshaha ee Qaybta 315 (Xero Awr / Hero Awr),"Quiet residential enclave and community living sector in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56675,44.05365,Xaafadaha (Districts),neighborhood,Xero Awr / Hero Awr,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_316,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 316 (Downtown Waheen),"Specialized neighborhood clinic & emergency health post in Downtown Waheen residential & commercial grid, Hargeisa",9.56391,44.06521,Hospitals & Healthcare,hospital,Downtown Waheen,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_317,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 317 (Jigjiga Yar),"Maternal and child care dispensary center in Jigjiga Yar residential & commercial grid, Hargeisa",9.58039,44.03152,Hospitals & Healthcare,hospital,Jigjiga Yar,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_318,Farmasiga Shacabka & Caafimaadka ee Qaybta 318 (Ahmed Dhagax),"24/7 community pharmacy and dispensary outpost in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55787,44.04582,Hospitals & Healthcare,hospital,Ahmed Dhagax,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_319,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 319 (150 Highway),"Public primary & intermediate school campus in 150 Highway residential & commercial grid, Hargeisa",9.58484,44.04713,Schools & Universities,school,150 Highway,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_320,Akadeemiyada Casriga ah ee Qaybta 320 (Shaab / Institutional District),"Modern high school and STEM educational institute in Shaab / Institutional District residential & commercial grid, Hargeisa",9.56123,44.05475,Schools & Universities,school,Shaab / Institutional District,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__321,Machadka Tababarka Xirfadaha ee Qaybta 321 (Maxamed Mooge),"Vocational and technical training college center in Maxamed Mooge residential & commercial grid, Hargeisa",9.5225,44.09689,Schools & Universities,university,Maxamed Mooge,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_322_n_322,Masjidka Jaamaca ee Qaybta 322 (New Hargeisa),"Congregational Friday mosque with community prayer hall in New Hargeisa residential & commercial grid, Hargeisa",9.55703,44.09059,Mosques (Masaajidda),place_of_worship,New Hargeisa,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_323__323,Masjidka Al-Imaan ee Qaybta 323 (Daami),"Neighborhood community mosque and Quranic learning hub in Daami residential & commercial grid, Hargeisa",9.57755,44.07829,Mosques (Masaajidda),place_of_worship,Daami,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__324,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 324 (Shiraaqle),"Neighborhood open-air fresh market and commercial trade zone in Shiraaqle residential & commercial grid, Hargeisa",9.56587,44.09782,Markets & Malls,mall,Shiraaqle,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_325,Xarunta Ganacsiga & Supermarket ee Qaybta 325 (Koodbuur),"Modern multi-store retail grocery and provisions shopping center in Koodbuur residential & commercial grid, Hargeisa",9.57671,44.03905,Markets & Malls,mall,Koodbuur,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_326,Kaalinta Shidaalka Hass / National ee Qaybta 326 (Airport Zone / Masalaha),"Service petrol station, diesel dispenser and tire service in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.52598,44.0822,Fuel Stations (Kaalmaha Shidaalka),fuel,Airport Zone / Masalaha,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_327,Kaalinta Shidaalka & Gaaska ee Qaybta 327 (Kilalka / Sheikh Nuur East),"Fuel station and LPG domestic gas distribution depot in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57471,44.09155,Fuel Stations (Kaalmaha Shidaalka),fuel,Kilalka / Sheikh Nuur East,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_328,Istaanka Gaadiidka Dadweynaha ee Qaybta 328 (Goljano District),"Minibus terminal and designated passenger pick-and-drop stop in Goljano District residential & commercial grid, Hargeisa",9.56089,44.07852,Transport & Terminals,transit_station,Goljano District,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_329,Isgoyska Weyn ee Gaadiidka ee Qaybta 329 (Biyo Dhacay Area),"Major road intersection and inter-district transit artery in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55823,44.07175,Transport & Terminals,transit_station,Biyo Dhacay Area,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_330,Huteelka Nasashada & Martida ee Qaybta 330 (Xero Awr / Hero Awr),"Comfortable guest lodging and family dining restaurant in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56859,44.04602,Hotels & Hospitality,hotel,Xero Awr / Hero Awr,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_331,Laanta ZAAD & Dahabshiil ee Qaybta 331 (Downtown Waheen),"Banking kiosk, e-remittance and ZAAD cash-in center in Downtown Waheen residential & commercial grid, Hargeisa",9.5587,44.06875,Banks & Financial,bank,Downtown Waheen,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_332,Laanta TAAJ & Edahab Express ee Qaybta 332 (Jigjiga Yar),"Financial services, money transfer and remittance desk in Jigjiga Yar residential & commercial grid, Hargeisa",9.57387,44.03594,Banks & Financial,bank,Jigjiga Yar,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__333,Xafiiska Adeegga Somtel & Telesom ee Qaybta 333 (Ahmed Dhagax),"Telecommunications branch, SIM registration and fiber service hub in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55005,44.05113,Corporate & Utilities,corporate,Ahmed Dhagax,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_334,Xarunta Korontada Sompower ee Qaybta 334 (150 Highway),"District electrical distribution and bill payment center in 150 Highway residential & commercial grid, Hargeisa",9.57572,44.05332,Corporate & Utilities,utility,150 Highway,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_335,Xafiiska Waaxda Dowladda Hoose ee Qaybta 335 (Shaab / Institutional District),"Municipal sub-office and local civic administration center in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55515,44.05888,Government & Civic,government,Shaab / Institutional District,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__336,Xaafada Deganaanshaha ee Qaybta 336 (Maxamed Mooge),"Quiet residential enclave and community living sector in Maxamed Mooge residential & commercial grid, Hargeisa",9.51295,44.10338,Xaafadaha (Districts),neighborhood,Maxamed Mooge,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_337,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 337 (New Hargeisa),"Specialized neighborhood clinic & emergency health post in New Hargeisa residential & commercial grid, Hargeisa",9.54877,44.09619,Hospitals & Healthcare,hospital,New Hargeisa,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_338,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 338 (Daami),"Maternal and child care dispensary center in Daami residential & commercial grid, Hargeisa",9.5706,44.083,Hospitals & Healthcare,hospital,Daami,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_339,Farmasiga Shacabka & Caafimaadka ee Qaybta 339 (Shiraaqle),"24/7 community pharmacy and dispensary outpost in Shiraaqle residential & commercial grid, Hargeisa",9.55805,44.10313,Hospitals & Healthcare,hospital,Shiraaqle,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_340,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 340 (Koodbuur),"Public primary & intermediate school campus in Koodbuur residential & commercial grid, Hargeisa",9.56932,44.04407,Schools & Universities,school,Koodbuur,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_341,Akadeemiyada Casriga ah ee Qaybta 341 (Airport Zone / Masalaha),"Modern high school and STEM educational institute in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.51512,44.08957,Schools & Universities,school,Airport Zone / Masalaha,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__342,Machadka Tababarka Xirfadaha ee Qaybta 342 (Kilalka / Sheikh Nuur East),"Vocational and technical training college center in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.56732,44.09657,Schools & Universities,university,Kilalka / Sheikh Nuur East,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_343_g_343,Masjidka Jaamaca ee Qaybta 343 (Goljano District),"Congregational Friday mosque with community prayer hall in Goljano District residential & commercial grid, Hargeisa",9.55437,44.08294,Mosques (Masaajidda),place_of_worship,Goljano District,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_344__344,Masjidka Al-Imaan ee Qaybta 344 (Biyo Dhacay Area),"Neighborhood community mosque and Quranic learning hub in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55215,44.07588,Mosques (Masaajidda),place_of_worship,Biyo Dhacay Area,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__345,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 345 (Xero Awr / Hero Awr),"Neighborhood open-air fresh market and commercial trade zone in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56207,44.05044,Markets & Malls,mall,Xero Awr / Hero Awr,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_346,Xarunta Ganacsiga & Supermarket ee Qaybta 346 (Downtown Waheen),"Modern multi-store retail grocery and provisions shopping center in Downtown Waheen residential & commercial grid, Hargeisa",9.56497,44.06973,Markets & Malls,mall,Downtown Waheen,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_347,Kaalinta Shidaalka Hass / National ee Qaybta 347 (Jigjiga Yar),"Service petrol station, diesel dispenser and tire service in Jigjiga Yar residential & commercial grid, Hargeisa",9.58171,44.03716,Fuel Stations (Kaalmaha Shidaalka),fuel,Jigjiga Yar,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_348,Kaalinta Shidaalka & Gaaska ee Qaybta 348 (Ahmed Dhagax),"Fuel station and LPG domestic gas distribution depot in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55945,44.05259,Fuel Stations (Kaalmaha Shidaalka),fuel,Ahmed Dhagax,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_349,Istaanka Gaadiidka Dadweynaha ee Qaybta 349 (150 Highway),"Minibus terminal and designated passenger pick-and-drop stop in 150 Highway residential & commercial grid, Hargeisa",9.5867,44.05502,Transport & Terminals,transit_station,150 Highway,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_350,Isgoyska Weyn ee Gaadiidka ee Qaybta 350 (Shaab / Institutional District),"Major road intersection and inter-district transit artery in Shaab / Institutional District residential & commercial grid, Hargeisa",9.56246,44.06001,Transport & Terminals,transit_station,Shaab / Institutional District,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_351,Huteelka Nasashada & Martida ee Qaybta 351 (Maxamed Mooge),"Comfortable guest lodging and family dining restaurant in Maxamed Mooge residential & commercial grid, Hargeisa",9.52444,44.10516,Hotels & Hospitality,hotel,Maxamed Mooge,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_352,Laanta ZAAD & Dahabshiil ee Qaybta 352 (New Hargeisa),"Banking kiosk, e-remittance and ZAAD cash-in center in New Hargeisa residential & commercial grid, Hargeisa",9.5587,44.09773,Banks & Financial,bank,New Hargeisa,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_353,Laanta TAAJ & Edahab Express ee Qaybta 353 (Daami),"Financial services, money transfer and remittance desk in Daami residential & commercial grid, Hargeisa",9.57896,44.0843,Banks & Financial,bank,Daami,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__354,Xafiiska Adeegga Somtel & Telesom ee Qaybta 354 (Shiraaqle),"Telecommunications branch, SIM registration and fiber service hub in Shiraaqle residential & commercial grid, Hargeisa",9.56745,44.10459,Corporate & Utilities,corporate,Shiraaqle,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_355,Xarunta Korontada Sompower ee Qaybta 355 (Koodbuur),"District electrical distribution and bill payment center in Koodbuur residential & commercial grid, Hargeisa",9.57821,44.04544,Corporate & Utilities,utility,Koodbuur,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_356,Xafiiska Waaxda Dowladda Hoose ee Qaybta 356 (Airport Zone / Masalaha),"Municipal sub-office and local civic administration center in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.52819,44.09159,Government & Civic,government,Airport Zone / Masalaha,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__357,Xaafada Deganaanshaha ee Qaybta 357 (Kilalka / Sheikh Nuur East),"Quiet residential enclave and community living sector in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57621,44.09794,Xaafadaha (Districts),neighborhood,Kilalka / Sheikh Nuur East,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_358,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 358 (Goljano District),"Specialized neighborhood clinic & emergency health post in Goljano District residential & commercial grid, Hargeisa",9.56221,44.08416,Hospitals & Healthcare,hospital,Goljano District,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_359,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 359 (Biyo Dhacay Area),"Maternal and child care dispensary center in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55946,44.07701,Hospitals & Healthcare,hospital,Biyo Dhacay Area,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_360,Farmasiga Shacabka & Caafimaadka ee Qaybta 360 (Xero Awr / Hero Awr),"24/7 community pharmacy and dispensary outpost in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56991,44.05166,Hospitals & Healthcare,hospital,Xero Awr / Hero Awr,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_361,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 361 (Downtown Waheen),"Public primary & intermediate school campus in Downtown Waheen residential & commercial grid, Hargeisa",9.56095,44.06466,Schools & Universities,school,Downtown Waheen,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_362,Akadeemiyada Casriga ah ee Qaybta 362 (Jigjiga Yar),"Modern high school and STEM educational institute in Jigjiga Yar residential & commercial grid, Hargeisa",9.57669,44.03082,Schools & Universities,school,Jigjiga Yar,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__363,Machadka Tababarka Xirfadaha ee Qaybta 363 (Ahmed Dhagax),"Vocational and technical training college center in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55342,44.04499,Schools & Universities,university,Ahmed Dhagax,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_364_1_364,Masjidka Jaamaca ee Qaybta 364 (150 Highway),"Congregational Friday mosque with community prayer hall in 150 Highway residential & commercial grid, Hargeisa",9.57966,44.04615,Mosques (Masaajidda),place_of_worship,150 Highway,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_365__365,Masjidka Al-Imaan ee Qaybta 365 (Shaab / Institutional District),"Neighborhood community mosque and Quranic learning hub in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55777,44.0541,Mosques (Masaajidda),place_of_worship,Shaab / Institutional District,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__366,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 366 (Maxamed Mooge),"Neighborhood open-air fresh market and commercial trade zone in Maxamed Mooge residential & commercial grid, Hargeisa",9.51707,44.09587,Markets & Malls,mall,Maxamed Mooge,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_367,Xarunta Ganacsiga & Supermarket ee Qaybta 367 (New Hargeisa),"Modern multi-store retail grocery and provisions shopping center in New Hargeisa residential & commercial grid, Hargeisa",9.55234,44.08971,Markets & Malls,mall,New Hargeisa,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_368,Kaalinta Shidaalka Hass / National ee Qaybta 368 (Daami),"Service petrol station, diesel dispenser and tire service in Daami residential & commercial grid, Hargeisa",9.5736,44.07754,Fuel Stations (Kaalmaha Shidaalka),fuel,Daami,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_369,Kaalinta Shidaalka & Gaaska ee Qaybta 369 (Shiraaqle),"Fuel station and LPG domestic gas distribution depot in Shiraaqle residential & commercial grid, Hargeisa",9.56142,44.09699,Fuel Stations (Kaalmaha Shidaalka),fuel,Shiraaqle,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_370,Istaanka Gaadiidka Dadweynaha ee Qaybta 370 (Koodbuur),"Minibus terminal and designated passenger pick-and-drop stop in Koodbuur residential & commercial grid, Hargeisa",9.57251,44.03826,Transport & Terminals,transit_station,Koodbuur,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_371,Isgoyska Weyn ee Gaadiidka ee Qaybta 371 (Airport Zone / Masalaha),"Major road intersection and inter-district transit artery in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.51981,44.08104,Transport & Terminals,transit_station,Airport Zone / Masalaha,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_372,Huteelka Nasashada & Martida ee Qaybta 372 (Kilalka / Sheikh Nuur East),"Comfortable guest lodging and family dining restaurant in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57051,44.09077,Hotels & Hospitality,hotel,Kilalka / Sheikh Nuur East,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_373,Laanta ZAAD & Dahabshiil ee Qaybta 373 (Goljano District),"Banking kiosk, e-remittance and ZAAD cash-in center in Goljano District residential & commercial grid, Hargeisa",9.55719,44.07782,Banks & Financial,bank,Goljano District,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_374,Laanta TAAJ & Edahab Express ee Qaybta 374 (Biyo Dhacay Area),"Financial services, money transfer and remittance desk in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55477,44.0711,Banks & Financial,bank,Biyo Dhacay Area,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__375,Xafiiska Adeegga Somtel & Telesom ee Qaybta 375 (Xero Awr / Hero Awr),"Telecommunications branch, SIM registration and fiber service hub in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56489,44.04532,Corporate & Utilities,corporate,Xero Awr / Hero Awr,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_376,Xarunta Korontada Sompower ee Qaybta 376 (Downtown Waheen),"District electrical distribution and bill payment center in Downtown Waheen residential & commercial grid, Hargeisa",9.56053,44.07122,Corporate & Utilities,utility,Downtown Waheen,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_377,Xafiiska Waaxda Dowladda Hoose ee Qaybta 377 (Jigjiga Yar),"Municipal sub-office and local civic administration center in Jigjiga Yar residential & commercial grid, Hargeisa",9.57617,44.03902,Government & Civic,government,Jigjiga Yar,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__378,Xaafada Deganaanshaha ee Qaybta 378 (Ahmed Dhagax),"Quiet residential enclave and community living sector in Ahmed Dhagax residential & commercial grid, Hargeisa",9.5528,44.05483,Xaafadaha (Districts),neighborhood,Ahmed Dhagax,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_379,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 379 (150 Highway),"Specialized neighborhood clinic & emergency health post in 150 Highway residential & commercial grid, Hargeisa",9.57893,44.05763,Hospitals & Healthcare,hospital,150 Highway,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_380,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 380 (Shaab / Institutional District),"Maternal and child care dispensary center in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55729,44.06175,Hospitals & Healthcare,hospital,Shaab / Institutional District,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_381,Farmasiga Shacabka & Caafimaadka ee Qaybta 381 (Maxamed Mooge),"24/7 community pharmacy and dispensary outpost in Maxamed Mooge residential & commercial grid, Hargeisa",9.51631,44.1079,Hospitals & Healthcare,hospital,Maxamed Mooge,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_382,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 382 (New Hargeisa),"Public primary & intermediate school campus in New Hargeisa residential & commercial grid, Hargeisa",9.55168,44.1001,Schools & Universities,school,New Hargeisa,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_383,Akadeemiyada Casriga ah ee Qaybta 383 (Daami),"Modern high school and STEM educational institute in Daami residential & commercial grid, Hargeisa",9.57305,44.08629,Schools & Universities,school,Daami,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__384,Machadka Tababarka Xirfadaha ee Qaybta 384 (Shiraaqle),"Vocational and technical training college center in Shiraaqle residential & commercial grid, Hargeisa",9.5608,44.10683,Schools & Universities,university,Shiraaqle,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_385_k_385,Masjidka Jaamaca ee Qaybta 385 (Koodbuur),"Congregational Friday mosque with community prayer hall in Koodbuur residential & commercial grid, Hargeisa",9.57192,44.04756,Mosques (Masaajidda),place_of_worship,Koodbuur,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_386__386,Masjidka Al-Imaan ee Qaybta 386 (Airport Zone / Masalaha),"Neighborhood community mosque and Quranic learning hub in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.51895,44.0947,Mosques (Masaajidda),place_of_worship,Airport Zone / Masalaha,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__387,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 387 (Kilalka / Sheikh Nuur East),"Neighborhood open-air fresh market and commercial trade zone in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.56992,44.10006,Markets & Malls,mall,Kilalka / Sheikh Nuur East,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_388,Xarunta Ganacsiga & Supermarket ee Qaybta 388 (Goljano District),"Modern multi-store retail grocery and provisions shopping center in Goljano District residential & commercial grid, Hargeisa",9.55667,44.08602,Markets & Malls,mall,Goljano District,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_389,Kaalinta Shidaalka Hass / National ee Qaybta 389 (Biyo Dhacay Area),"Service petrol station, diesel dispenser and tire service in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55429,44.07875,Fuel Stations (Kaalmaha Shidaalka),fuel,Biyo Dhacay Area,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_390,Kaalinta Shidaalka & Gaaska ee Qaybta 390 (Xero Awr / Hero Awr),"Fuel station and LPG domestic gas distribution depot in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56437,44.05352,Fuel Stations (Kaalmaha Shidaalka),fuel,Xero Awr / Hero Awr,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_391,Istaanka Gaadiidka Dadweynaha ee Qaybta 391 (Downtown Waheen),"Minibus terminal and designated passenger pick-and-drop stop in Downtown Waheen residential & commercial grid, Hargeisa",9.56526,44.06662,Transport & Terminals,transit_station,Downtown Waheen,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_392,Isgoyska Weyn ee Gaadiidka ee Qaybta 392 (Jigjiga Yar),"Major road intersection and inter-district transit artery in Jigjiga Yar residential & commercial grid, Hargeisa",9.58207,44.03327,Transport & Terminals,transit_station,Jigjiga Yar,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_393,Huteelka Nasashada & Martida ee Qaybta 393 (Ahmed Dhagax),"Comfortable guest lodging and family dining restaurant in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55989,44.04793,Hotels & Hospitality,hotel,Ahmed Dhagax,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_394,Laanta ZAAD & Dahabshiil ee Qaybta 394 (150 Highway),"Banking kiosk, e-remittance and ZAAD cash-in center in 150 Highway residential & commercial grid, Hargeisa",9.5872,44.04958,Banks & Financial,bank,150 Highway,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_395,Laanta TAAJ & Edahab Express ee Qaybta 395 (Shaab / Institutional District),"Financial services, money transfer and remittance desk in Shaab / Institutional District residential & commercial grid, Hargeisa",9.5628,44.05639,Banks & Financial,bank,Shaab / Institutional District,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__396,Xafiiska Adeegga Somtel & Telesom ee Qaybta 396 (Maxamed Mooge),"Telecommunications branch, SIM registration and fiber service hub in Maxamed Mooge residential & commercial grid, Hargeisa",9.52497,44.09947,Corporate & Utilities,corporate,Maxamed Mooge,False,Building2,Shirkadaha & Isgaadhsiinta
